pais,provincia_departamento,ciudad,property_type,rooms,bedrooms,bathrooms,surface_total,price_USD
Colombia,Antioquia,Sabaneta,Apartamento,2.0,2.0,2.0,65.0,74319.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,3.0,2.0,1.0,70.0,86000.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,38.0,65000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,150.0,258739.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,46.0,83000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,52.0,200000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,3.0,116.0,104597.0
Argentina,Capital Federal,San Telmo,Departamento,3.0,2.0,1.0,67.0,159000.0
Argentina,Buenos Aires Costa Atlántica,Villa Gesell,Departamento,2.0,1.0,1.0,42.0,59000.0
Argentina,Santa Fe,Rosario,Departamento,1.0,1.0,1.0,31.0,59000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,62.0,50922.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,128.0,143132.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,44.0,100000.0
Argentina,Neuquén,Confluencia,Departamento,2.0,1.0,1.0,47.0,110000.0
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,2.0,1.0,1.0,80.0,118000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,120.0,126617.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,55.0,107900.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,3.0,123.0,174787.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,41.0,128800.0
Colombia,Cundinamarca,Ricaurte,Apartamento,2.0,2.0,2.0,58.0,49546.0
Argentina,Capital Federal,Velez Sarsfield,Departamento,3.0,2.0,1.0,60.0,99999.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,117.0,229838.0
Argentina,Capital Federal,Caballito,Departamento,4.0,3.0,2.0,70.0,185000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,42.0,94500.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,61.0,44041.0
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,37.0,118000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,50.0,65000.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,2.0,149.0,419900.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,5.0,344.0,165153.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,130.0,217451.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,53.0,330000.0
Argentina,Capital Federal,Caballito,Departamento,3.0,2.0,2.0,109.0,230000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,77.0,225000.0
Argentina,Buenos Aires Interior,Tandil,Departamento,4.0,2.0,1.0,64.0,93000.0
Colombia,Antioquia,Bello,Apartamento,2.0,2.0,2.0,72.0,72942.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,25.0,85000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,59.0,45417.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,60.0,99092.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,31.0,85000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,41.0,54000.0
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,2.0,1.0,1.0,57.0,82000.0
Colombia,Cundinamarca,Mosquera,Apartamento,2.0,2.0,2.0,53.0,49546.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,61.0,41288.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,2.0,1.0,1.0,54.0,238000.0
Colombia,Quindío,Armenia,Apartamento,2.0,2.0,2.0,63.0,37159.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,36.0,73900.0
Argentina,Capital Federal,San Telmo,Departamento,3.0,2.0,1.0,40.0,86000.0
Argentina,Capital Federal,Pompeya,Departamento,4.0,3.0,1.0,81.0,87000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,115.0,184421.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,43.0,85000.0
Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Departamento,3.0,2.0,1.0,46.0,78000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,64.0,59180.0
Argentina,Capital Federal,Barracas,Departamento,4.0,3.0,2.0,66.0,160000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,29.0,55000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,83.0,118359.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,26.0,62000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,34.0,59900.0
Colombia,Cundinamarca,Cajicá,Apartamento,3.0,3.0,2.0,75.0,64685.0
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,2.0,1.0,1.0,38.0,59000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,126.0,189926.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,106.0,440000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,33.0,65900.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,90.0,350000.0
Argentina,Capital Federal,Flores,Departamento,3.0,2.0,1.0,63.0,145000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,176.0,247729.0
Argentina,Capital Federal,Palermo,Departamento,5.0,3.0,2.0,156.0,625000.0
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,1.0,50.0,169000.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,53.0,50922.0
Argentina,Capital Federal,Centro / Microcentro,Departamento,3.0,2.0,1.0,38.0,75000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,50.0,155000.0
Colombia,Santander,Floridablanca,Apartamento,2.0,2.0,2.0,67.0,59180.0
Argentina,Bs.As. G.B.A. Zona Oeste,Merlo,Departamento,3.0,2.0,1.0,65.0,120000.0
Argentina,Capital Federal,Boedo,Departamento,2.0,1.0,1.0,55.0,142000.0
Argentina,Capital Federal,Abasto,Departamento,1.0,1.0,1.0,44.0,99000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,4.0,3.0,2.0,80.0,109000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,113.0,104597.0
Argentina,Santa Fe,Rosario,Departamento,5.0,3.0,3.0,100.0,80000.0
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,2.0,1.0,1.0,52.0,71000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60.0,42664.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,50.0,120000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,128.0,162400.0
Argentina,Santa Fe,Granadero Baigorria,Departamento,2.0,1.0,1.0,66.0,59000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,1.0,1.0,1.0,46.0,55500.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,95.0,127993.0
Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,Departamento,3.0,2.0,1.0,60.0,55000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,50.0,87000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,100.0,49546.0
Argentina,Capital Federal,Recoleta,Departamento,4.0,3.0,2.0,106.0,340000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,66.0,250000.0
Argentina,Capital Federal,San Nicolás,Departamento,1.0,1.0,1.0,28.0,79900.0
Argentina,Capital Federal,Flores,Departamento,3.0,2.0,1.0,61.0,120000.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,3.0,92.0,78998.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,143.0,77071.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,55.0,50922.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,100.0,82576.0
Colombia,Cundinamarca,Zipaquirá,Apartamento,3.0,3.0,2.0,66.0,42664.0
Colombia,Antioquia,La Ceja,Apartamento,3.0,3.0,2.0,65.0,39912.0
Argentina,Capital Federal,Monserrat,Departamento,4.0,3.0,1.0,90.0,85000.0
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,81.0,330000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,120.0,265896.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,56.0,190000.0
Argentina,Capital Federal,San Nicolás,Departamento,2.0,1.0,1.0,43.0,135000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,3.0,2.0,1.0,110.0,160000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,120.0,239472.0
Argentina,Capital Federal,Belgrano,Departamento,1.0,1.0,1.0,38.0,100277.0
Argentina,Capital Federal,Almagro,Departamento,4.0,3.0,2.0,101.0,230000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,27.0,55900.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,160.0,289017.0
Argentina,Capital Federal,Chacarita,Departamento,1.0,1.0,1.0,30.0,89000.0
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,2.0,2.0,1.0,50.0,72000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,48.0,158000.0
Argentina,Capital Federal,Monserrat,Departamento,4.0,3.0,1.0,65.0,137000.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,68.0,75695.0
Argentina,Capital Federal,San Cristobal,Departamento,3.0,2.0,1.0,55.0,125000.0
Argentina,Capital Federal,Puerto Madero,Departamento,1.0,1.0,2.0,87.0,515000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,66.0,185000.0
Argentina,Capital Federal,Villa del Parque,Departamento,2.0,1.0,1.0,61.0,169000.0
Argentina,Córdoba,Córdoba,Departamento,2.0,1.0,1.0,42.0,42900.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,4.0,3.0,2.0,140.0,899000.0
Colombia,Cundinamarca,Girardot,Apartamento,3.0,3.0,2.0,98.0,78448.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,74.0,110102.0
Argentina,Capital Federal,Flores,Departamento,3.0,2.0,1.0,75.0,179000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,54.0,46793.0
Argentina,Capital Federal,Boca,Departamento,2.0,1.0,1.0,32.0,69900.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,54.0,139000.0
Argentina,Capital Federal,Villa Luro,Departamento,2.0,1.0,1.0,50.0,85000.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,120.0,123865.0
Argentina,Mendoza,Mendoza,Departamento,6.0,3.0,2.0,160.0,132000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,71.0,113130.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,54.0,144990.0
Argentina,Capital Federal,Las Cañitas,Departamento,4.0,3.0,2.0,75.0,200000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,60.0,200000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,158.0,515000.0
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,2.0,63.0,84302.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,37.0,98000.0
Argentina,Capital Federal,Flores,Departamento,4.0,3.0,2.0,212.0,308000.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,37.0,90000.0
Argentina,Buenos Aires Costa Atlántica,Miramar,Departamento,3.0,2.0,1.0,55.0,80000.0
Colombia,Antioquia,Envigado,Apartamento,2.0,2.0,2.0,88.0,123865.0
Argentina,Capital Federal,Colegiales,Departamento,4.0,3.0,2.0,80.0,205000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,3.0,2.0,1.0,77.0,98000.0
Argentina,Bs.As. G.B.A. Zona Norte,San Isidro,Departamento,2.0,1.0,1.0,37.0,135000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,37.0,109000.0
Argentina,Santa Fe,Rosario,Departamento,4.0,3.0,2.0,138.0,380000.0
Colombia,Bolívar,Cartagena,Apartamento,2.0,2.0,2.0,87.0,118359.0
Colombia,Cundinamarca,La Calera,Apartamento,3.0,3.0,4.0,210.0,289017.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,65.0,50922.0
Argentina,Bs.As. G.B.A. Zona Norte,José C Paz,Departamento,2.0,1.0,1.0,47.0,59000.0
Colombia,Antioquia,La Estrella,Apartamento,3.0,3.0,2.0,87.0,93587.0
Argentina,Capital Federal,Parque Patricios,Departamento,2.0,1.0,1.0,36.0,85000.0
Argentina,Capital Federal,Villa Devoto,Departamento,3.0,2.0,1.0,50.0,99000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,118.0,192678.0
Argentina,Capital Federal,San Nicolás,Departamento,1.0,1.0,1.0,28.0,104478.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,1.0,75.0,220000.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,2.0,90.0,175000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,58.0,59730.0
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,51.0,145000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,326.0,853289.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,65.0,46518.0
Argentina,Capital Federal,Palermo,Departamento,6.0,3.0,2.0,175.0,860000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,2.0,1.0,47.0,93000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,69000.0
Argentina,Buenos Aires Costa Atlántica,San Bernardo,Departamento,2.0,1.0,1.0,34.0,40000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,41.0,50000.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,1.0,83.0,66061.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,36.0,52000.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,69.0,180000.0
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,1.0,60.0,48170.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,47.0,114900.0
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,76.0,74319.0
Argentina,Capital Federal,Paternal,Departamento,3.0,2.0,1.0,56.0,148000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,89.0,100468.0
Argentina,Capital Federal,Puerto Madero,Departamento,1.0,1.0,1.0,98.0,565000.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,92.0,96339.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,52.0,87000.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,49500.0
Argentina,Capital Federal,Las Cañitas,Departamento,1.0,1.0,1.0,41.0,150301.0
Argentina,Capital Federal,Caballito,Departamento,3.0,3.0,2.0,67.0,140000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,30.0,98000.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,1.0,60.0,60000.0
Argentina,Capital Federal,Villa Lugano,Departamento,4.0,3.0,1.0,65.0,65000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,68.0,112854.0
Argentina,Capital Federal,Palermo,Departamento,4.0,2.0,1.0,70.0,270000.0
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,2.0,1.0,1.0,57.0,91057.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,50.0,37985.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,85.0,134600.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,160.0,110102.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,5.0,278.0,192678.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,4.0,3.0,3.0,120.0,240000.0
Argentina,Capital Federal,San Telmo,Departamento,2.0,1.0,1.0,30.0,75000.0
Argentina,Capital Federal,Caballito,Departamento,3.0,2.0,1.0,70.0,195000.0
Colombia,Cundinamarca,Zipaquirá,Apartamento,3.0,3.0,2.0,89.0,77071.0
Argentina,Capital Federal,Caballito,Departamento,1.0,1.0,1.0,37.0,91000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,70.0,55051.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,64.0,49410.0
Argentina,Bs.As. G.B.A. Zona Oeste,Ituzaingó,Departamento,2.0,1.0,1.0,50.0,130000.0
Argentina,Bs.As. G.B.A. Zona Oeste,Morón,Departamento,4.0,3.0,2.0,120.0,175000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,33.0,89900.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,36.0,106000.0
Argentina,Capital Federal,Tribunales,Departamento,3.0,2.0,1.0,42.0,115000.0
Argentina,Capital Federal,San Telmo,Departamento,2.0,1.0,1.0,30.0,69900.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,100.0,50922.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,45.0,190000.0
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,29.0,100000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,55.0,24773.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35.0,64000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,70.0,105973.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,160.0,363336.0
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,90.0,290000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,65.0,129000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,198.0,674374.0
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,2.0,1.0,1.0,27.0,80000.0
Colombia,Antioquia,Sabaneta,Apartamento,2.0,2.0,2.0,62.0,67437.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,145.0,255436.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,43.0,138000.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,3.0,92.0,495000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,28.0,72000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,87.0,175000.0
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,65.0,57803.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,106.0,92210.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34.0,47000.0
Colombia,Atlántico,Barranquilla,Apartamento,1.0,1.0,1.0,41.0,39912.0
Colombia,Antioquia,Copacabana,Apartamento,2.0,2.0,2.0,55.0,53479.0
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,3.0,2.0,2.0,126.0,535000.0
Argentina,Capital Federal,Paternal,Departamento,2.0,1.0,1.0,42.0,99000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,184.0,167905.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,133.0,187173.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,90.0,79824.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,4.0,3.0,1.0,65.0,30000.0
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,2.0,80.0,265000.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,2.0,121.0,550007.0
Argentina,Capital Federal,Retiro,Departamento,4.0,3.0,2.0,182.0,690000.0
Colombia,Valle del Cauca,Jamundí,Apartamento,3.0,3.0,2.0,90.0,30278.0
Argentina,Capital Federal,Boca,Departamento,4.0,3.0,1.0,72.0,148000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,49.0,125000.0
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,33.0,129000.0
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,2.0,91.0,300000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,258.0,481696.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,50.0,95000.0
Argentina,Capital Federal,Flores,Departamento,1.0,1.0,1.0,27.0,53000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,200.0,316543.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,49.0,114231.0
Argentina,Bs.As. G.B.A. Zona Norte,Escobar,Departamento,3.0,2.0,2.0,100.0,313972.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,2.0,48.0,77071.0
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,84.0,71566.0
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,64.0,113500.0
Argentina,Neuquén,Neuquén,Departamento,2.0,1.0,1.0,45.0,115000.0
Argentina,Capital Federal,Villa Urquiza,Departamento,2.0,1.0,1.0,45.0,85000.0
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,60.0,195000.0
Argentina,Capital Federal,Caballito,Departamento,3.0,2.0,2.0,57.0,95000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,40.0,115000.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,76.0,81200.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,2.0,78.0,155000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60.0,41839.0
Argentina,Capital Federal,Puerto Madero,Departamento,2.0,1.0,2.0,88.0,490000.0
Argentina,Buenos Aires Costa Atlántica,Villa Gesell,Departamento,1.0,1.0,1.0,60.0,135000.0
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,2.0,51.0,250001.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,1.0,42.0,60556.0
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,60.0,38536.0
Argentina,Capital Federal,San Nicolás,Departamento,2.0,1.0,1.0,42.0,84000.0
Argentina,Capital Federal,San Telmo,Departamento,3.0,2.0,1.0,107.0,290000.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,170.0,289017.0
Argentina,Córdoba,Córdoba,Departamento,3.0,1.0,1.0,54.0,85000.0
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,1.0,84.0,174000.0
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,2.0,88.0,150000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,34.0,63900.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,45.0,41288.0
Argentina,Capital Federal,Parque Chacabuco,Departamento,4.0,3.0,3.0,144.0,265900.0
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,71.0,339072.0
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,3.0,2.0,2.0,76.0,165000.0
Colombia,Antioquia,Envigado,Apartamento,1.0,1.0,2.0,87.0,129370.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,100.0,145885.0
Argentina,Capital Federal,Villa Luro,Departamento,2.0,1.0,1.0,45.0,70000.0
Argentina,Capital Federal,Paternal,Departamento,2.0,1.0,1.0,42.0,99000.0
Argentina,Córdoba,Córdoba,Departamento,3.0,1.0,1.0,35.0,48000.0
Colombia,Valle del Cauca,Cali,Apartamento,4.0,4.0,3.0,113.0,85329.0
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,4.0,3.0,1.0,71.0,110000.0
Argentina,Capital Federal,Las Cañitas,Departamento,5.0,4.0,2.0,240.0,850000.0
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,75.0,50922.0
Colombia,Santander,Bucaramanga,Apartamento,2.0,2.0,2.0,67.0,55051.0
Argentina,Chubut,Puerto Madryn,Departamento,3.0,2.0,2.0,80.0,130000.0
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,71.0,50922.0
Argentina,Neuquén,Neuquén,Departamento,3.0,2.0,1.0,63.0,73000.0
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,69.0,134000.0
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,39.0,75000.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,65.0,41288.0
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,57.0,34407.0
Argentina,Río Negro,San Carlos de Bariloche,Departamento,4.0,3.0,2.0,56.0,105000.0
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,1.0,67.0,226000.0
Argentina,Capital Federal,Villa Lugano,Departamento,1.0,1.0,1.0,30.0,47000.0
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,3.0,2.0,2.0,84.0,265000.0
Argentina,Capital Federal,Centro / Microcentro,Departamento,2.0,1.0,1.0,38.0,96000.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,2.0,45.0,123900.0
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,100.0,195000.0
Colombia,Antioquia,La Estrella,Apartamento,2.0,2.0,2.0,49.0,50922.0
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,113.0,209469.0
